Rank,Issn,,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
6501,0009-0352,,1.059,1.388,0.351,,,
6501,1573-4056,,1.059,0.855,0.285,,,
6501,0748-5492,,1.059,0.804,0.479,,,
6501,0748-5492,,1.059,0.804,0.479,,,
6501,0219-4554,,1.059,0.917,0.285,,,
6506,1743-7555,,1.058,0.950,0.267,,,
6506,1120-6721,,1.058,1.006,0.331,,,
6506,8756-758X,,1.058,1.180,0.439,,,
6506,1380-7501,,1.058,1.039,0.338,,,
6510,1814-232X,,1.057,1.570,0.434,,,
6510,0021-4922,,1.057,0.915,0.227,,,
6510,0165-1889,,1.057,1.347,1.000,,,
6510,0749-159X,,1.057,1.315,0.691,,,
6510,1479-2621,,1.057,Not Available,Not Available,,,
6515,0969-8043,,1.056,1.158,0.335,,,
6515,0015-4040,,1.056,1.140,0.321,,,
6515,0920-8550,,1.056,1.537,0.730,,,
6515,1995-8692,,1.056,1.427,0.803,,,
6515,1671-5411,,1.056,Not Available,Not Available,,,
6515,1353-2618,,1.056,0.868,0.252,,,
6515,1342-4580,,1.056,1.145,0.295,,,
6522,0010-485X,,1.055,1.322,0.684,,,
6522,1038-4871,,1.055,1.350,0.483,,,
6522,2194-6302,,1.055,1.537,0.821,,,
6522,1022-0038,,1.055,1.167,0.393,,,
6526,0003-4894,,1.054,1.362,0.404,,,
6526,0367-0449,,1.054,0.804,0.240,,,
6526,0885-8195,,1.054,0.978,0.289,,,
6526,0272-930X,,1.054,1.969,0.823,,,
6526,0552-9034,,1.054,Not Available,Not Available,,,
6526,0749-0739,,1.054,1.374,0.389,,,
6532,1822-427X,,1.053,0.902,0.174,,,
6532,0010-8367,,1.053,1.085,0.456,,,
6532,1021-7096,,1.053,1.362,0.242,,,
6532,1341-7215,,1.053,0.863,0.167,,,
6536,1631-0721,,1.052,0.972,0.484,,,
6537,1544-3558,,1.051,1.566,0.847,,,
6537,1084-2020,,1.051,1.789,0.605,,,
6537,0022-1546,,1.051,1.626,0.792,,,
6537,1864-1105,,1.051,Not Available,Not Available,,,
6541,1976-0280,,1.050,0.797,0.182,,,
6541,1569-190X,,1.050,1.169,0.325,,,
6543,0253-6102,,1.049,0.655,0.171,,,
6543,0254-9409,,1.049,1.345,0.912,,,
6543,0193-7235,,1.049,1.410,0.682,,,
6543,1061-9208,,1.049,1.161,0.697,,,
6543,0040-8166,,1.049,1.300,0.352,,,
6548,0949-1775,,1.048,0.788,0.215,,,
6548,2073-4433,,1.048,1.015,0.461,,,
6548,1050-3293,,1.048,1.991,0.864,,,
6548,0966-0879,,1.048,Not Available,Not Available,,,
6548,0890-8575,,1.048,0.839,0.333,,,
6548,0926-2601,,1.048,1.209,1.166,,,
6548,1642-431X,,1.048,1.479,0.411,,,
6548,1708-8569,,1.048,1.248,0.349,,,
6556,0003-1062,,1.047,1.497,0.408,,,
6556,0893-3189,,1.047,1.439,0.613,,,
6558,0190-7409,,1.046,1.383,0.359,,,
6558,1320-7881,,1.046,1.290,0.386,,,
6558,1320-7881,,1.046,1.290,0.386,,,
6558,0304-4149,,1.046,1.311,1.410,,,
6562,0019-8366,,1.045,1.132,0.313,,,
6562,1539-0136,,1.045,1.301,0.364,,,
6562,1539-0136,,1.045,1.301,0.364,,,
6562,1479-2931,,1.045,Not Available,Not Available,,,
6566,1344-3941,,1.044,1.006,0.257,,,
6566,0946-1965,,1.044,1.278,0.326,,,
6566,2040-2244,,1.044,1.000,0.275,,,
6566,0141-1594,,1.044,0.955,0.288,,,
6566,1888-9891,,1.044,0.864,0.175,,,
6571,1546-2218,,1.043,0.868,0.276,,,
6571,0010-437X,,1.043,1.196,2.219,,,
6571,1382-6905,,1.043,0.865,0.610,,,
6571,0374-3535,,1.043,1.232,0.680,,,
6571,1745-8080,,1.043,1.186,0.269,,,
6571,0146-7875,,1.043,1.423,0.611,,,
6571,1874-5490,,1.043,1.386,0.380,,,
6571,1874-5490,,1.043,1.386,0.380,,,
6579,1058-6407,,1.042,1.781,1.595,,,
6579,1932-8621,,1.042,1.158,0.397,,,
6579,0034-4877,,1.042,0.726,0.384,,,
6579,0038-075X,,1.042,1.205,0.382,,,
6583,0815-3191,,1.041,1.050,0.315,,,
6583,0716-9760,,1.041,1.073,0.288,,,
6583,2153-0785,,1.041,1.102,0.648,,,
6583,1053-8127,,1.041,1.029,0.287,,,
6583,0161-8938,,1.041,1.387,0.418,,,
6588,1001-604X,,1.040,0.876,0.154,,,
6588,0022-0337,,1.040,1.276,0.248,,,
6588,0925-854X,,1.040,1.159,1.575,,,
6591,1590-4261,,1.039,0.982,0.225,,,
6591,1091-7527,,1.039,Not Available,Not Available,,,
6591,1091-7527,,1.039,Not Available,Not Available,,,
6591,0022-0434,,1.039,1.175,0.422,,,
6591,1526-9523,,1.039,1.421,0.382,,,
6591,1526-9523,,1.039,1.421,0.382,,,
6591,1572-3887,,1.039,1.108,0.308,,,
6591,0195-5616,,1.039,1.679,0.500,,,
6599,1874-897X,,1.038,1.171,0.243,,,
6599,0022-278X,,1.038,1.192,0.811,,,
6599,1347-3182,,1.038,Not Available,Not Available,,,
6599,0305-9049,,1.038,1.984,1.494,,,
6599,0305-9049,,1.038,1.984,1.494,,,
6599,0043-1656,,1.038,1.025,0.440,,,
6605,0001-723X,,1.037,0.865,0.184,,,
6605,0956-4624,,1.037,1.102,0.379,,,
6605,0255-0857,,1.037,1.091,0.290,,,
6605,0953-1513,,1.037,0.893,0.366,,,
6605,0033-8222,,1.037,4.559,1.440,,,
6610,0003-4088,,1.036,1.108,0.339,,,
6610,0168-9274,,1.036,1.207,0.835,,,
6610,1863-2505,,1.036,0.750,0.838,,,
6610,8756-6222,,1.036,1.387,1.406,,,
6610,0022-2291,,1.036,0.927,0.408,,,
6610,2190-8370,,1.036,2.118,0.904,,,
6616,1916-2790,,1.035,1.369,0.420,,,
6616,0022-0418,,1.035,1.395,0.503,,,
6616,0032-7034,,1.035,0.671,0.096,,,
6616,1757-9139,,1.035,1.225,0.359,,,
6616,0165-5752,,1.035,0.996,0.273,,,
6621,0100-879X,,1.034,1.291,0.316,,,
6621,0036-3634,,1.034,1.221,0.328,,,
6623,0006-3657,,1.033,1.060,0.310,,,
6624,0883-9417,,1.032,1.153,0.281,,,
6624,0883-9417,,1.032,1.153,0.281,,,
6624,0047-1917,,1.032,0.868,0.229,,,
6624,0022-0507,,1.032,1.341,1.390,,,
6624,1546-1955,,1.032,0.855,0.175,,,
6629,1562-2479,,1.031,1.113,0.190,,,
6629,1540-1960,,1.031,1.699,0.672,,,
6629,0038-2353,,1.031,0.966,0.325,,,
6629,0932-0814,,1.031,1.180,0.250,,,
6633,0003-455X,,1.030,1.312,0.454,,,
6633,0955-5986,,1.030,1.392,0.396,,,
6633,1053-8151,,1.030,1.190,0.394,,,
6636,0890-5096,,1.029,1.107,0.374,,,
6636,1076-2787,,1.029,1.290,0.475,,,
6636,0097-8493,,1.029,1.151,0.739,,,
6636,0266-903X,,1.029,2.018,1.359,,,
6640,0002-7162,,1.028,1.382,0.915,,,
6640,1836-0939,,1.028,1.079,0.295,,,
6640,0095-2583,,1.028,1.264,1.123,,,
6640,1751-8784,,1.028,1.156,0.415,,,
6640,1735-6814,,1.028,1.081,0.221,,,
6640,1464-9934,,1.028,Not Available,Not Available,,,
6646,0968-6673,,1.027,1.729,0.641,,,
6646,1744-2591,,1.027,1.146,0.397,,,
6646,1611-3683,,1.027,0.569,0.234,,,
6649,1941-1340,,1.026,1.647,0.692,,,
6649,1941-1340,,1.026,1.647,0.692,,,
6649,1389-9333,,1.026,1.406,0.392,,,
6649,1094-3412,,1.026,1.241,0.404,,,
6649,1094-3412,,1.026,1.241,0.404,,,
6649,0021-9665,,1.026,1.086,0.265,,,
6655,1330-0075,,1.025,1.780,0.331,,,
6655,0965-4313,,1.025,1.147,0.348,,,
6655,0899-8256,,1.025,1.462,1.855,,,
6655,1054-660X,,1.025,1.075,0.235,,,
6659,1054-4887,,1.024,0.833,0.125,,,
6659,0013-063X,,1.024,1.052,0.565,,,
6659,1935-7524,,1.024,1.336,1.872,,,
6659,1099-2340,,1.024,1.498,0.366,,,
6663,0361-3666,,1.023,1.320,0.492,,,
6663,1567-7133,,1.023,1.132,0.411,,,
6663,0266-4909,,1.023,1.836,0.678,,,
6663,0047-4045,,1.023,1.495,1.023,,,
6663,0948-6704,,1.023,0.933,0.190,,,
6663,0948-6704,,1.023,0.933,0.190,,,
6669,1738-8228,,1.022,0.832,0.175,,,
6669,1362-1688,,1.022,1.358,0.688,,,
6669,1608-9693,,1.022,0.629,0.269,,,
6672,0008-0845,,1.021,0.986,0.328,,,
6672,1089-2699,,1.021,1.264,0.627,,,
6672,1369-6866,,1.021,1.009,0.381,,,
6675,0306-4549,,1.020,1.005,0.366,,,
6675,0163-4445,,1.020,1.110,0.306,,,
6677,1606-6359,,1.019,1.193,0.345,,,
6677,0003-2719,,1.019,1.079,0.208,,,
6677,0951-192X,,1.019,1.143,0.246,,,
6677,0954-0075,,1.019,1.080,0.317,,,
6677,1307-6167,,1.019,1.278,0.244,,,
6677,1863-1703,,1.019,0.918,0.239,,,
6683,0005-0423,,1.018,1.067,0.288,,,
6683,1748-670X,,1.018,0.955,0.285,,,
6683,1464-7273,,1.018,Not Available,Not Available,,,
6683,0021-955X,,1.018,1.302,0.307,,,
6683,1749-8090,,1.018,1.110,0.364,,,
6688,0007-0882,,1.017,1.519,0.613,,,
6688,0007-0882,,1.017,1.519,0.613,,,
6688,0218-1274,,1.017,1.052,0.359,,,
6688,1129-7298,,1.017,1.167,0.384,,,
6688,1133-0686,,1.017,1.350,1.341,,,
6693,0366-6999,,1.016,1.077,0.243,,,
6693,1076-9986,,1.016,1.304,1.125,,,
6693,0140-2390,,1.016,0.870,0.388,,,
6693,1062-1024,,1.016,1.324,0.444,,,
6697,0195-9298,,1.015,1.352,0.395,,,
6698,0261-3794,,1.014,1.295,1.030,,,
6698,0019-6061,,1.014,1.177,0.326,,,
6698,0392-9590,,1.014,1.265,0.355,,,
6698,0893-2190,,1.014,1.072,0.262,,,
6698,0893-2190,,1.014,1.072,0.262,,,
6698,0033-8443,,1.014,0.841,0.349,,,
6698,1021-5506,,1.014,1.155,0.294,,,
6705,1687-8108,,1.013,1.114,0.485,,,
6705,0007-1315,,1.013,2.170,1.462,,,
6705,0008-4042,,1.013,1.121,0.275,,,
6705,0892-0753,,1.013,1.282,0.335,,,
6705,0892-0753,,1.013,1.282,0.335,,,
6705,1195-6860,,1.013,1.560,0.565,,,
6705,1434-2944,,1.013,1.427,0.459,,,
6705,1735-1502,,1.013,0.949,0.220,,,
6705,0022-1333,,1.013,1.172,0.329,,,
6705,0264-6838,,1.013,1.369,0.313,,,
6705,0741-9325,,1.013,1.070,0.410,,,
6716,1735-1979,,1.012,1.229,0.208,,,
6716,0040-747X,,1.012,1.385,0.510,,,
6718,0743-7315,,1.011,1.233,0.440,,,
6718,1059-8405,,1.011,0.991,0.234,,,
6718,1059-8405,,1.011,0.991,0.234,,,
6721,0096-3402,,1.010,0.732,0.435,,,
6721,1569-4445,,1.010,1.173,0.429,,,
6723,0907-8916,,1.009,1.115,0.347,,,
6723,1341-6979,,1.009,0.970,0.281,,,
6725,0020-5850,,1.008,1.258,0.715,,,
6725,0949-2658,,1.008,1.247,0.380,,,
6725,0309-3247,,1.008,1.145,0.475,,,
6725,0937-2032,,1.008,0.978,0.161,,,
6725,0044-2267,,1.008,0.970,0.544,,,
6730,0198-7569,,1.007,1.714,0.445,,,
6730,0300-3604,,1.007,1.375,0.314,,,
6732,0004-282X,,1.006,0.914,0.220,,,
6732,1436-9990,,1.006,0.798,0.132,,,
6732,0743-684X,,1.006,1.120,0.369,,,
6735,1017-1398,,1.005,1.084,0.744,,,
6736,0385-8146,,1.004,0.954,0.277,,,
6737,0889-504X,,1.003,1.214,0.340,,,
6737,0031-7144,,1.003,0.947,0.204,,,
6739,0021-9584,,1.001,1.046,0.139,,,
6739,1003-6326,,1.001,1.243,0.273,,,
6741,1270-9638,,1.000,1.275,0.455,,,
6741,0141-6707,,1.000,0.853,0.243,,,
6741,1459-6067,,1.000,1.050,0.266,,,
6741,0005-0067,,1.000,1.070,0.334,,,
6741,1038-4111,,1.000,1.085,0.317,,,
6741,0260-2938,,1.000,1.677,0.558,,,
6741,1990-3413,,1.000,0.878,0.200,,,
6741,0156-5788,,1.000,1.127,0.323,,,
6741,0156-5788,,1.000,1.127,0.323,,,
6741,1052-0295,,1.000,1.102,0.290,,,
6741,0006-8055,,1.000,1.383,0.361,,,
6741,0239-7528,,1.000,1.107,0.257,,,
6741,0008-4271,,1.000,1.269,0.398,,,
6741,1546-6086,,1.000,1.212,0.433,,,
6741,0147-0272,,1.000,1.594,0.545,,,
6741,1362-0436,,1.000,Not Available,Not Available,,,
6741,1750-8916,,1.000,1.197,0.517,,,
6741,1435-5558,,1.000,Not Available,Not Available,,,
6741,1435-5558,,1.000,Not Available,Not Available,,,
6741,1539-6746,,1.000,1.524,1.391,,,
6741,1613-7027,,1.000,1.019,0.904,,,
6741,1749-9755,,1.000,1.163,0.650,,,
6741,0269-249X,,1.000,0.907,0.232,,,
6741,0926-8782,,1.000,0.857,0.568,,,
6741,1699-3993,,1.000,0.949,0.250,,,
6741,8755-2930,,1.000,2.258,1.191,,,
6741,0898-5626,,1.000,1.633,0.484,,,
6741,0267-3231,,1.000,1.588,0.925,,,
6741,0309-0566,,1.000,1.569,0.414,,,
6741,1058-6458,,1.000,0.741,1.031,,,
6741,1566-0141,,1.000,Not Available,Not Available,,,
6741,0892-6794,,1.000,Not Available,Not Available,,,
6741,0015-2684,,1.000,0.906,0.320,,,
6741,0239-8508,,1.000,1.080,0.258,,,
6741,1863-9135,,1.000,1.297,0.403,,,
6741,1746-0794,,1.000,1.035,0.328,,,
6741,1568-4539,,1.000,2.055,0.657,,,
6741,0016-9862,,1.000,0.881,0.242,,,
6741,1827-1987,,1.000,1.479,0.400,,,
6741,1556-6056,,1.000,Not Available,Not Available,,,
6741,1071-2690,,1.000,1.250,0.317,,,
6741,0300-9831,,1.000,1.336,0.358,,,
6741,0160-0176,,1.000,1.120,0.534,,,
6741,0268-5809,,1.000,1.261,0.779,,,
6741,0021-8251,,1.000,1.730,0.938,,,
6741,1463-9246,,1.000,0.826,0.193,,,
6741,0022-250X,,1.000,0.983,0.639,,,
6741,0022-250X,,1.000,0.983,0.639,,,
6741,0262-821X,,1.000,0.795,0.324,,,
6741,0022-2917,,1.000,1.093,0.275,,,
6741,0022-4367,,1.000,1.408,0.599,,,
6741,1469-6053,,1.000,0.962,0.155,,,
6741,0733-9453,,1.000,1.459,0.648,,,
6741,1083-5601,,1.000,1.208,0.236,,,
6741,1473-2130,,1.000,Not Available,Not Available,,,
6741,1040-7294,,1.000,1.406,1.057,,,
6741,1941-4889,,1.000,1.111,0.855,,,
6741,1071-5754,,1.000,1.334,0.287,,,
6741,1071-5754,,1.000,1.334,0.287,,,
6741,1742-7150,,1.000,1.407,0.364,,,
6741,0165-0203,,1.000,1.250,0.424,,,
6741,0165-0203,,1.000,1.250,0.424,,,
6741,0809-8131,,1.000,1.164,0.265,,,
6741,0033-3042,,1.000,0.895,0.245,,,
6741,1752-2439,,1.000,1.228,0.358,,,
6741,0793-0135,,1.000,0.714,0.163,,,
6741,1319-0164,,1.000,0.945,0.179,,,
6741,1045-3830,,1.000,2.508,1.017,,,
6741,1387-5868,,1.000,1.406,0.575,,,
6741,1368-0005,,1.000,Not Available,Not Available,,,
6741,0039-8322,,1.000,1.179,0.591,,,
6741,0301-4428,,1.000,0.667,0.819,,,
6741,1361-1682,,1.000,Not Available,Not Available,,,
6741,1708-5381,,1.000,0.933,0.324,,,
6741,1061-4303,,1.000,1.090,0.252,,,
6816,0587-4254,,0.998,0.742,0.285,,,
6817,0016-3287,,0.995,1.025,0.254,,,
6818,0001-5792,,0.994,1.080,0.335,,,
6818,0748-8017,,0.994,0.997,0.304,,,
6820,0482-5004,,0.993,Not Available,Not Available,,,
6821,0045-7906,,0.992,1.008,0.193,,,
6821,0736-6825,,0.992,1.263,0.328,,,
6821,0219-7499,,0.992,0.972,0.344,,,
6824,0706-0661,,0.991,1.139,0.318,,,
6824,0953-7287,,0.991,1.171,0.288,,,
6826,0001-6489,,0.990,1.184,0.344,,,
6826,1721-727X,,0.990,0.721,0.135,,,
6826,1862-4472,,0.990,1.201,0.551,,,
6826,1741-7589,,0.990,0.859,0.340,,,
6830,1752-928X,,0.989,Not Available,Not Available,,,
6830,1937-5093,,0.989,1.082,0.923,,,
6830,0276-4741,,0.989,1.061,0.297,,,
6830,0029-5035,,0.989,0.958,0.260,,,
6830,0161-3499,,0.989,1.532,0.338,,,
6835,1128-3602,,0.988,1.089,0.245,,,
6835,0891-2963,,0.988,1.061,0.380,,,
6835,0020-7314,,0.988,1.236,0.480,,,
6835,0020-7314,,0.988,1.236,0.480,,,
6835,0884-8971,,0.988,1.309,0.749,,,
6835,0959-3543,,0.988,1.138,0.377,,,
6841,1944-3994,,0.987,0.967,0.160,,,
6841,1792-1074,,0.987,0.871,0.194,,,
6843,1369-1481,,0.986,0.979,0.589,,,
6843,1742-2876,,0.986,1.171,0.218,,,
6843,0935-8943,,0.986,0.694,0.114,,,
6843,1048-1885,,0.986,0.835,0.539,,,
6847,1355-770X,,0.985,1.447,0.615,,,
6847,1065-9129,,0.985,1.460,1.115,,,
6847,0302-3427,,0.985,Not Available,Not Available,,,
6850,0954-0105,,0.984,1.053,0.198,,,
6850,1387-3954,,0.984,0.811,0.377,,,
6850,0960-4529,,0.984,Not Available,Not Available,,,
6850,0039-7911,,0.984,1.039,0.197,,,
6850,0041-1345,,0.984,1.020,0.261,,,
6855,1471-2342,,0.983,Not Available,Not Available,,,
6855,0008-3984,,0.983,1.130,0.326,,,
6855,0863-1042,,0.983,0.973,0.394,,,
6855,0024-3795,,0.983,1.086,0.682,,,
6855,1878-5190,,0.983,1.049,0.197,,,
6860,0004-8380,,0.982,1.198,0.377,,,
6860,1360-2322,,0.982,1.465,0.427,,,
6862,1082-0132,,0.981,1.301,0.321,,,
6862,1811-7775,,0.981,Not Available,Not Available,,,
6862,1059-9495,,0.981,1.136,0.312,,,
6865,1028-3153,,0.980,1.597,0.666,,,
6865,0092-055X,,0.980,1.059,0.263,,,
6865,0304-2421,,0.980,1.583,1.117,,,
6868,1509-409X,,0.979,0.865,0.140,,,
6868,1413-3555,,0.979,1.142,0.221,,,
6868,1735-8582,,0.979,Not Available,Not Available,,,
6868,1536-5050,,0.979,1.080,0.342,,,
6868,1067-2516,,0.979,1.073,0.273,,,
6868,0929-6212,,0.979,0.939,0.183,,,
6874,0003-4541,,0.978,0.632,0.215,,,
6874,1351-0126,,0.978,1.186,0.292,,,
6874,1351-0126,,0.978,1.186,0.292,,,
6877,0001-6993,,0.977,1.165,0.605,,,
6877,0926-6003,,0.977,1.355,0.968,,,
6877,1330-9862,,0.977,1.321,0.301,,,
6877,0894-6507,,0.977,1.018,0.312,,,
6877,1001-6279,,0.977,1.260,0.346,,,
6877,0160-6972,,0.977,Not Available,Not Available,,,
6877,0076-2997,,0.977,1.205,0.346,,,
6877,0147-7447,,0.977,1.220,0.408,,,
6877,0032-8855,,0.977,1.142,0.476,,,
6886,1941-1367,,0.976,1.243,2.126,,,
6886,0010-2202,,0.976,1.232,0.458,,,
6888,1344-3542,,0.975,0.832,0.231,,,
6888,0939-7248,,0.975,0.897,0.279,,,
6888,0161-8202,,0.975,0.916,0.311,,,
6888,1527-5256,,0.975,0.909,1.267,,,
6892,0021-857X,,0.974,1.695,0.618,,,
6892,0021-857X,,0.974,1.695,0.618,,,
6892,0090-8320,,0.974,0.874,0.326,,,
6895,0022-2267,,0.973,1.098,0.874,,,
6896,1352-8505,,0.972,1.609,0.768,,,
6896,0197-2243,,0.972,1.195,0.585,,,
6896,0022-3859,,0.972,1.295,0.341,,,
6896,0029-344X,,0.972,0.696,0.253,,,
6896,0029-5493,,0.972,1.102,0.395,,,
6896,1556-7265,,0.972,1.265,0.546,,,
6896,0274-9483,,0.972,1.128,0.375,,,
6903,0246-0203,,0.971,0.985,1.418,,,
6903,0147-958X,,0.971,1.250,0.359,,,
6903,2279-7254,,0.971,0.971,0.185,,,
6903,0749-6753,,0.971,1.029,0.353,,,
6903,0020-7578,,0.971,1.098,0.635,,,
6903,1021-9722,,0.971,1.086,1.004,,,
6903,0166-0462,,0.971,1.542,1.007,,,
6903,1130-1406,,0.971,1.410,0.358,,,
6911,1367-4935,,0.970,1.178,0.317,,,
6911,1367-4935,,0.970,1.178,0.317,,,
6911,0049-4747,,0.970,1.093,0.238,,,
6914,1751-8725,,0.969,0.960,0.434,,,
6914,1026-8774,,0.969,1.100,0.326,,,
6916,0899-7659,,0.968,1.167,0.361,,,
6916,1028-6020,,0.968,1.060,0.222,,,
6916,0022-3980,,0.968,1.384,0.484,,,
6919,1735-8787,,0.967,0.642,0.338,,,
6919,1557-0851,,0.967,1.173,0.529,,,
6919,1524-0703,,0.967,1.158,0.759,,,
6919,0265-0754,,0.967,0.773,0.335,,,
6919,0918-2918,,0.967,1.049,0.283,,,
6919,0253-1933,,0.967,1.478,0.432,,,
6925,0001-8368,,0.966,0.850,0.381,,,
6925,1751-8768,,0.966,1.010,0.319,,,
6925,0251-2513,,0.966,Not Available,Not Available,,,
6925,1367-0069,,0.966,1.045,0.472,,,
6925,1070-9428,,0.966,0.718,0.188,,,
6925,1931-3918,,0.966,1.481,0.371,,,
6931,1230-2821,,0.965,0.971,0.294,,,
6931,1098-2140,,0.965,1.527,0.536,,,
6931,0282-423X,,0.965,0.993,0.789,,,
6931,0282-423X,,0.965,0.993,0.789,,,
6931,0023-4001,,0.965,1.214,0.261,,,
6931,0276-5624,,0.965,Not Available,Not Available,,,
6937,0889-3241,,0.964,1.505,0.708,,,
6937,1896-1126,,0.964,1.090,0.275,,,
6937,1468-0629,,0.964,0.893,0.237,,,
6940,1543-1649,,0.963,0.943,0.485,,,
6940,1752-4458,,0.963,Not Available,Not Available,,,
6940,0888-0018,,0.963,0.846,0.283,,,
6940,0933-4807,,0.963,0.570,0.108,,,
6944,0163-853X,,0.962,1.411,0.785,,,
6944,1755-6910,,0.962,1.545,0.583,,,
6944,0016-5751,,0.962,0.527,0.061,,,
6944,1341-8998,,0.962,0.992,0.303,,,
6944,0167-2681,,0.962,1.543,1.100,,,
6944,0361-6878,,0.962,1.169,0.749,,,
6944,0361-6878,,0.962,1.169,0.749,,,
6944,0048-3486,,0.962,1.415,0.428,,,
6944,1696-2281,,0.962,0.807,0.431,,,
6944,0354-9836,,0.962,0.931,0.168,,,
6954,1570-646X,,0.961,1.878,0.721,,,
6954,1570-646X,,0.961,1.878,0.721,,,
6954,1066-8969,,0.961,1.022,0.298,,,
6954,1570-1808,,0.961,0.917,0.128,,,
6954,1984-2961,,0.961,1.113,0.224,,,
6959,0967-6120,,0.960,1.211,0.378,,,
6959,1096-9012,,0.960,0.977,0.382,,,
6959,2032-3913,,0.960,1.135,0.350,,,
6962,0019-7939,,0.959,1.539,1.259,,,
6963,1368-3500,,0.958,1.241,0.334,,,
6963,0147-8257,,0.958,1.303,0.642,,,
6963,1743-9884,,0.958,1.529,0.543,,,
6963,0091-3286,,0.958,0.847,0.215,,,
6967,0928-1541,,0.957,1.127,0.286,,,
6967,1226-4776,,0.957,0.737,0.139,,,
6967,0269-8889,,0.957,1.052,0.776,,,
6967,0026-4695,,0.957,1.342,0.561,,,
6967,1132-239X,,0.957,1.028,0.102,,,
6967,1541-7794,,0.957,1.294,0.349,,,
6973,1677-5538,,0.956,1.074,0.288,,,
6973,1077-4114,,0.956,1.069,0.330,,,
6973,1044-677X,,0.956,1.256,0.474,,,
6976,0363-0269,,0.955,1.133,0.270,,,
6976,1991-3761,,0.955,0.960,0.323,,,
6976,1991-3761,,0.955,0.960,0.323,,,
6976,0218-3390,,0.955,0.749,0.248,,,
6976,1389-4420,,0.955,1.101,0.610,,,
6976,1322-0829,,0.955,1.263,0.356,,,
6976,1945-497X,,0.955,1.277,1.223,,,
6976,1945-497X,,0.955,1.277,1.223,,,
6976,0163-5808,,0.955,0.932,0.573,,,
6985,1013-9087,,0.954,0.905,0.269,,,
6985,0251-0790,,0.954,0.647,0.059,,,
6985,1475-357X,,0.954,1.366,0.454,,,
6985,1475-357X,,0.954,1.366,0.454,,,
6985,1751-956X,,0.954,1.135,0.367,,,
6985,0022-2879,,0.954,1.569,1.502,,,
6985,0191-9512,,0.954,1.109,0.261,,,
6985,1573-2479,,0.954,1.157,0.539,,,
6993,0144-5987,,0.953,0.871,0.144,,,
6993,0889-4906,,0.953,1.545,0.714,,,
6993,1557-1874,,0.953,Not Available,Not Available,,,
6993,1557-1874,,0.953,Not Available,Not Available,,,
6993,1067-0564,,0.953,1.224,0.587,,,
6993,1477-8211,,0.953,Not Available,Not Available,,,
6999,1750-8487,,0.952,Not Available,Not Available,,,
6999,0946-7076,,0.952,0.969,0.260,,,
6999,0958-3947,,0.952,0.942,0.304,,,
6999,1556-1801,,0.952,0.995,0.734,,,
6999,1089-7860,,0.952,1.342,0.457,,,
7004,1099-209X,,0.951,1.235,0.348,,,
7004,1583-5022,,0.951,0.914,0.280,,,
7004,1754-9477,,0.951,1.087,0.357,,,
7004,1010-0652,,0.951,1.047,0.371,,,
7008,0093-3813,,0.950,1.064,0.339,,,
7008,1011-601X,,0.950,1.200,0.220,,,
7008,1740-8989,,0.950,Not Available,Not Available,,,
7011,1386-7857,,0.949,1.145,0.421,,,
7011,1937-1209,,0.949,1.497,0.516,,,
7011,0973-1482,,0.949,0.985,0.251,,,
7011,1944-687X,,0.949,0.845,0.300,,,
7011,1847-9804,,0.949,0.949,0.187,,,
7011,0191-6122,,0.949,1.133,0.357,,,
7017,2194-573X,,0.948,Not Available,Not Available,,,
7017,2090-8865,,0.948,0.948,0.154,,,
7017,1665-2738,,0.948,0.759,0.075,,,
7020,0268-8697,,0.947,1.104,0.334,,,
7020,1557-3060,,0.947,1.255,1.277,,,
7020,0167-7187,,0.947,1.372,1.211,,,
7023,1552-5031,,0.946,0.786,0.349,,,
7023,1430-483X,,0.946,0.807,0.253,,,
7023,0277-6693,,0.946,1.109,0.707,,,
7023,0276-1467,,0.946,1.237,0.337,,,
7023,0265-8240,,0.946,Not Available,Not Available,,,
7023,0034-3536,,0.946,0.822,0.113,,,
7029,1092-1095,,0.945,1.175,0.304,,,
7029,1092-1095,,0.945,1.175,0.304,,,
7029,1225-6463,,0.945,0.885,0.239,,,
7029,0022-4197,,0.945,1.155,0.335,,,
7033,0037-9409,,0.944,1.237,0.419,,,
7033,0892-1997,,0.944,1.208,0.267,,,
7033,1614-0001,,0.944,1.131,0.496,,,
7036,0287-4547,,0.943,1.492,0.365,,,
7036,0047-259X,,0.943,1.225,1.132,,,
7036,0914-9198,,0.943,0.696,0.154,,,
7036,0142-6397,,0.943,1.116,0.304,,,
7036,1058-9759,,0.943,1.155,0.354,,,
7041,0889-4019,,0.942,0.962,0.243,,,
7041,0963-8180,,0.942,1.519,0.526,,,
7041,0037-8682,,0.942,0.947,0.223,,,
7044,1324-9347,,0.941,1.329,1.059,,,
7044,1792-0981,,0.941,0.837,0.185,,,
7044,1615-5262,,0.941,0.869,0.355,,,
7044,0334-5114,,0.941,1.209,0.374,,,
7044,0081-9557,,0.941,0.744,0.268,,,
7049,0968-7599,,0.939,1.154,0.341,,,
7049,0095-8956,,0.939,0.990,1.524,,,
7049,0098-2202,,0.939,1.168,0.415,,,
7049,1073-1105,,0.939,1.322,0.603,,,
7049,1073-1105,,0.939,1.322,0.603,,,
7054,0018-9391,,0.938,1.557,0.540,,,
7054,0018-9391,,0.938,1.557,0.540,,,
