"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,ISSN,Journal Impact Factor,5-Year Impact Factor,Article Influence Score
6829,Bosnian Journal of Basic Medical Sciences,1512-8601,1.432,1.203,0.245
6829,Carbon Letters,1976-4251,1.432,1.460,0.233
6829,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1047-482X,1.432,1.435,0.360
6829,INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,0342-5282,1.432,1.485,0.388
6829,INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,0342-5282,1.432,1.485,0.388
6834,Journal of Computational Electronics,1569-8025,1.431,1.411,0.290
6834,Language Testing,0265-5322,1.431,1.850,0.614
6836,Cellular Reprogramming,2152-4971,1.430,1.638,0.391
6836,EXPERT SYSTEMS,0266-4720,1.430,1.332,0.266
6836,Molecular & Cellular Toxicology,1738-642X,1.430,1.140,0.191
6836,STEEL RESEARCH INTERNATIONAL,1611-3683,1.430,1.480,0.364
6840,EMERGENCY MEDICINE CLINICS OF NORTH AMERICA,0733-8627,1.429,1.233,0.327
6840,Health and Human Rights,1079-0969,1.429,1.496,0.626
6840,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,0169-8141,1.429,1.607,0.356
6840,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,0169-8141,1.429,1.607,0.356
6840,Journal of Electrochemical Energy Conversion and Storage,2381-6872,1.429,1.429,0.267
6840,Medicina-Lithuania,1010-660X,1.429,1.021,0.264
6840,STATISTICAL MODELLING,1471-082X,1.429,1.331,1.078
6847,REVIEW OF SCIENTIFIC INSTRUMENTS,0034-6748,1.428,1.488,0.494
6848,AUSTRALIAN PSYCHOLOGIST,0005-0067,1.426,1.477,0.345
6848,JOURNAL OF FINANCIAL SERVICES RESEARCH,0920-8550,1.426,1.752,0.763
6848,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,1064-1246,1.426,1.594,0.229
6848,JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,0161-4754,1.426,1.887,0.354
6848,LANGUAGE IN SOCIETY,0047-4045,1.426,1.870,0.879
6853,BIT NUMERICAL MATHEMATICS,0006-3835,1.425,1.619,1.189
6853,Cognitive Systems Research,1389-0417,1.425,1.129,0.244
6853,Cognitive Systems Research,1389-0417,1.425,1.129,0.244
6853,Open Chemistry,2391-5420,1.425,1.511,0.319
6853,PALAEONTOLOGIA ELECTRONICA,1935-3952,1.425,1.760,0.658
6853,State Politics & Policy Quarterly,1532-4400,1.425,1.787,1.058
6859,BIOLOGIA PLANTARUM,0006-3134,1.424,1.511,0.333
6859,Image Analysis & Stereology,1580-3139,1.424,1.402,0.312
6859,JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,0734-2829,1.424,1.614,0.524
6862,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,0899-9457,1.423,1.344,0.402
6862,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,0362-4803,1.423,1.367,0.379
6862,Journal of Ambient Intelligence and Humanized Computing,1868-5137,1.423,1.345,0.217
6862,MATERIALS AT HIGH TEMPERATURES,0960-3409,1.423,1.223,0.379
6862,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,0040-8727,1.423,1.502,0.376
6867,CROATIAN MEDICAL JOURNAL,0353-9504,1.422,1.563,0.437
6867,REPRODUCTION IN DOMESTIC ANIMALS,0936-6768,1.422,1.599,0.375
6869,INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,0300-9831,1.421,1.443,0.309
6869,JOURNAL OF ELECTROCARDIOLOGY,0022-0736,1.421,1.430,0.371
6869,JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,1091-9392,1.421,1.422,0.239
6869,Korean Circulation Journal,1738-5520,1.421,1.015,0.275
6869,Marketing Intelligence & Planning,0263-4503,1.421,Not Available,Not Available
6869,NEUROPSYCHOBIOLOGY,0302-282X,1.421,2.045,0.604
6869,PLANT SOIL AND ENVIRONMENT,1214-1178,1.421,1.530,0.319
6869,REPRODUCTIVE HEALTH MATTERS,0968-8080,1.421,1.777,0.617
6877,CARDIOLOGY CLINICS,0733-8651,1.420,1.628,0.573
6877,Journal of English for Academic Purposes,1475-1585,1.420,2.093,0.604
6877,LEARNING AND INDIVIDUAL DIFFERENCES,1041-6080,1.420,2.262,0.735
6877,Physical Review Physics Education Research,2469-9896,1.420,1.432,0.280
6877,Physical Review Physics Education Research,2469-9896,1.420,1.432,0.280
6877,Quantitative Economics,1759-7323,1.420,1.931,3.775
6883,Agronomy-Basel,2073-4395,1.419,Not Available,Not Available
6883,FEMINIST ECONOMICS,1354-5701,1.419,2.052,0.799
6883,JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,0160-8061,1.419,0.854,0.068
6886,AQUATIC GEOCHEMISTRY,1380-6165,1.418,1.415,0.460
6886,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1055-3290,1.418,1.749,0.490
6886,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1055-3290,1.418,1.749,0.490
6886,JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,0277-3813,1.418,1.539,0.290
6886,MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES,0305-8298,1.418,1.707,0.761
6886,RADIO SCIENCE,0048-6604,1.418,1.618,0.550
6886,SOCIAL POLICY & ADMINISTRATION,0144-5596,1.418,1.689,0.468
6886,Studies in Conflict & Terrorism,1057-610X,1.418,1.404,0.370
6894,GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,0309-1929,1.417,1.055,0.576
6894,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0954-2892,1.417,2.215,1.218
6894,International Review of Social Psychology,2397-8570,1.417,1.417,0.516
6894,JOURNAL OF ENVIRONMENTAL LAW,0952-8873,1.417,1.487,0.367
6898,Asia-Pacific Psychiatry,1758-5864,1.416,1.175,0.290
6898,Asia-Pacific Psychiatry,1758-5864,1.416,1.175,0.290
6898,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,0018-9391,1.416,2.087,0.474
6898,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,0018-9391,1.416,2.087,0.474
6898,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,0538-8066,1.416,1.719,0.500
6898,THERAPEUTIC APHERESIS AND DIALYSIS,1744-9979,1.416,1.525,0.387
6904,HISTORY OF POLITICAL ECONOMY,0018-2702,1.415,0.924,0.232
6904,Journal of Geosciences,1802-6222,1.415,1.738,0.591
6904,PETROLEUM GEOSCIENCE,1354-0793,1.415,1.831,0.639
6907,DENTAL TRAUMATOLOGY,1600-4469,1.414,1.689,0.311
6907,Molecular Imaging,1536-0121,1.414,2.005,0.542
6907,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,0954-4070,1.414,1.508,0.324
6907,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,0932-0784,1.414,1.127,0.236
6911,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,0926-6003,1.413,1.742,1.104
6911,FINANCIAL ANALYSTS JOURNAL,0015-198X,1.413,2.318,1.281
6911,HEALTH,1363-4593,1.413,1.656,0.504
6911,JOURNAL OF WOOD SCIENCE,1435-0211,1.413,1.295,0.276
6911,Orthopaedics & Traumatology-Surgery & Research,1877-0568,1.413,1.986,0.547
6911,Physical Review Accelerators and Beams,2469-9888,1.413,1.413,0.419
6917,Brazilian Journal of Otorhinolaryngology,1808-8694,1.412,1.180,0.289
6917,COMPUTATIONAL BIOLOGY AND CHEMISTRY,1476-9271,1.412,1.345,0.342
6917,New Microbiologica,1121-7138,1.412,1.592,0.377
6917,REVISTA DE CHIMIE,0034-7752,1.412,1.122,0.047
6921,Botanical Studies,1999-3110,1.411,1.479,0.317
6921,Journal of Geophysics and Engineering,1742-2132,1.411,1.363,0.486
6923,European Journal of General Practice,1381-4788,1.410,1.416,0.453
6923,Experimental and Therapeutic Medicine,1792-0981,1.410,1.403,0.281
6923,Journal of Research on Educational Effectiveness,1934-5747,1.410,2.701,1.811
6923,RURAL SOCIOLOGY,0036-0112,1.410,2.670,0.843
6923,WILDLIFE RESEARCH,1035-3712,1.410,1.544,0.493
6928,CLINICAL PEDIATRICS,0009-9228,1.409,1.423,0.500
6929,Journal of Forest Economics,1104-6899,1.408,2.008,0.461
6929,Journal of Forest Economics,1104-6899,1.408,2.008,0.461
6931,ANNALS OF MICROBIOLOGY,1590-4261,1.407,1.392,0.293
6931,FLOW MEASUREMENT AND INSTRUMENTATION,0955-5986,1.407,1.522,0.383
6931,JOURNAL OF GLOBAL OPTIMIZATION,0925-5001,1.407,1.734,0.865
6931,Medicine Health Care and Philosophy,1386-7423,1.407,1.315,0.361
6931,Plant Pathology Journal,1598-2254,1.407,1.429,0.337
6936,COMBINATORICA,0209-9683,1.406,1.268,1.933
6936,DRUGS-EDUCATION PREVENTION AND POLICY,0968-7637,1.406,1.340,0.360
6936,JOURNAL OF THE ASTRONAUTICAL SCIENCES,0021-9142,1.406,1.134,0.427
6936,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,0002-8487,1.406,1.669,0.475
6940,Journal of Refugee Studies,0951-6328,1.404,2.050,0.631
6941,CORNELL LAW REVIEW,0010-8847,1.403,1.793,0.864
6941,Development Policy Review,0950-6764,1.403,1.659,0.567
6941,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,0738-0593,1.403,1.677,0.478
6941,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,0025-3154,1.403,1.232,0.345
6941,NEUROLOGIA MEDICO-CHIRURGICA,0470-8105,1.403,1.327,0.328
6946,ANIMAL SCIENCE JOURNAL,1344-3941,1.402,1.327,0.306
6947,CHROMATOGRAPHIA,0009-5893,1.401,1.391,0.300
6947,European Journal of Wood and Wood Products,0018-3768,1.401,1.568,0.328
6947,IET Image Processing,1751-9659,1.401,1.472,0.305
6947,JOURNAL OF SOLUTION CHEMISTRY,0095-9782,1.401,1.199,0.252
6951,Accountability in Research-Policies and Quality Assurance,0898-9621,1.400,1.317,0.349
6951,BioChip Journal,1976-0280,1.400,1.023,0.176
6951,Cyberpsychology-Journal of Psychosocial Research on Cyberspace,1802-7962,1.400,Not Available,Not Available
6951,Journal of Gastric Cancer,2093-582X,1.400,Not Available,Not Available
6951,Journal of Mining and Metallurgy Section B-Metallurgy,1450-5339,1.400,1.199,0.231
6951,POLYMER SCIENCE SERIES C,1811-2382,1.400,1.579,0.381
6951,ZOOMORPHOLOGY,0720-213X,1.400,1.333,0.388
6958,Oil & Gas Science and Technology-Revue d IFP Energies nouvelles,1294-4475,1.399,1.417,0.380
6959,JOURNAL OF ELECTROSTATICS,0304-3886,1.398,1.442,0.345
6960,Advances in Differential Equations,1079-9389,1.397,1.349,1.157
6960,JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,0393-974X,1.397,1.567,0.283
6960,Journal of Applied Biomaterials & Functional Materials,2280-8000,1.397,1.363,0.276
6960,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,0935-4964,1.397,1.489,0.646
6964,Australasian Journal of Educational Technology,1449-5554,1.396,1.818,0.289
6964,International Journal of Clinical and Experimental Pathology,1936-2625,1.396,1.643,0.320
6964,JOURNAL OF ENVIRONMENTAL ENGINEERING,0733-9372,1.396,1.536,0.308
6964,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,0160-5682,1.396,1.634,0.527
6964,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,0160-5682,1.396,1.634,0.527
6969,Annals of Thoracic Medicine,1817-1737,1.395,1.512,0.370
6969,BULLETIN OF GEOSCIENCES,1214-1119,1.395,1.606,0.510
6969,IET Circuits Devices & Systems,1751-858X,1.395,1.308,0.321
6969,JOURNAL OF PARASITOLOGY,0022-3395,1.395,1.273,0.412
6969,Journal of Service Theory and Practice,2055-6225,1.395,1.444,0.127
6969,PERSONNEL REVIEW,0048-3486,1.395,1.942,0.308
6969,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,0885-5765,1.395,1.607,0.401
6969,Plant Signaling & Behavior,1559-2316,1.395,Not Available,Not Available
6977,ANTARCTIC SCIENCE,0954-1020,1.394,1.578,0.590
6977,JOURNAL OF FIELD ORNITHOLOGY,0273-8570,1.394,1.481,0.455
6979,ELEMENTARY SCHOOL JOURNAL,0013-5984,1.393,2.131,0.816
6979,EUROPEAN PHYSICAL JOURNAL D,1434-6060,1.393,1.196,0.361
6979,Health Information Management Journal,1833-3583,1.393,1.779,0.247
6979,Health Information Management Journal,1833-3583,1.393,1.779,0.247
6979,Mathematical Thinking and Learning,1098-6065,1.393,1.215,0.335
6979,OXFORD REVIEW OF EDUCATION,0305-4985,1.393,2.060,0.612
6979,PhytoKeys,1314-2011,1.393,1.234,0.363
6986,CHINESE JOURNAL OF ORGANIC CHEMISTRY,0253-2786,1.392,0.961,0.105
6986,Female Pelvic Medicine and Reconstructive Surgery,2151-8378,1.392,1.385,0.454
6986,INFORMS JOURNAL ON COMPUTING,1091-9856,1.392,1.778,1.125
6986,INTERNATIONAL JOURNAL OF SPELEOLOGY,0392-6672,1.392,1.872,0.566
6986,Journal of Industrial Relations,0022-1856,1.392,1.295,0.311
6986,PLANT BREEDING,0179-9541,1.392,1.648,0.423
6986,PUBLIUS-THE JOURNAL OF FEDERALISM,0048-5950,1.392,1.664,0.541
6993,Journal of Research in Medical Sciences,1735-1995,1.391,1.563,0.344
6993,Journal of Spectroscopy,2314-4920,1.391,1.270,0.267
6995,JOURNAL OF APPLIED BIOMECHANICS,1065-8483,1.390,1.434,0.441
6995,JOURNAL OF VECTOR ECOLOGY,1948-7134,1.390,1.405,0.432
6995,ORNIS FENNICA,0030-5685,1.390,1.272,0.347
6998,Educational Measurement-Issues and Practice,0731-1745,1.389,Not Available,Not Available
6998,INTERNATIONAL DENTAL JOURNAL,0020-6539,1.389,1.720,0.403
7000,Advances in Botanical Research,0065-2296,1.388,1.459,0.439
7000,Applied Neuropsychology-Child,2162-2965,1.388,1.467,0.482
7000,LATERALITY,1357-650X,1.388,1.633,0.359
7003,AURIS NASUS LARYNX,0385-8146,1.387,1.303,0.342
7003,HERD-Health Environments Research & Design Journal,1937-5867,1.387,1.587,0.214
7003,IET Intelligent Transport Systems,1751-956X,1.387,1.443,0.343
7003,Information Technology for Development,0268-1102,1.387,1.554,0.222
7003,International Journal of Qualitative Methods,1609-4069,1.387,1.583,0.418
7003,New Directions for Child and Adolescent Development,1534-8687,1.387,1.585,0.557
7003,SOIL SCIENCE,0038-075X,1.387,1.471,0.402
7010,Archives of Environmental & Occupational Health,1933-8244,1.386,1.341,0.367
7010,Foreign Policy Analysis,1743-8586,1.386,1.677,0.715
7010,INFORMATICA,0868-4952,1.386,1.245,0.220
7010,Progress in Development Studies,1464-9934,1.386,1.613,0.448
7014,European Journal of Innovation Management,1460-1060,1.385,Not Available,Not Available
7015,Structural Concrete,1464-4177,1.384,1.573,0.531
7016,ASSEMBLY AUTOMATION,0144-5154,1.383,1.642,0.239
7016,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,0352-9568,1.383,1.275,0.226
7016,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,1.383,2.049,0.465
7016,Desalination and Water Treatment,1944-3994,1.383,1.397,0.194
7016,Eksploatacja i Niezawodnosc-Maintenance and Reliability,1507-2711,1.383,1.296,0.169
7016,International Journal of Paediatric Dentistry,0960-7439,1.383,1.595,0.400
7016,PALYNOLOGY,0191-6122,1.383,1.246,0.353
7016,REGULAR & CHAOTIC DYNAMICS,1560-3547,1.383,1.224,0.645
7016,SCIENTIA AGRICOLA,1678-992X,1.383,1.728,0.434
7025,Analysis and Mathematical Physics,1664-2368,1.381,1.010,0.630
7025,Journal of X-Ray Science and Technology,0895-3996,1.381,1.156,0.242
7027,AMERICAN JOURNAL OF MATHEMATICS,0002-9327,1.380,1.296,2.166
7027,BEHAVIOUR & INFORMATION TECHNOLOGY,0144-929X,1.380,1.865,0.319
7027,BEHAVIOUR & INFORMATION TECHNOLOGY,0144-929X,1.380,1.865,0.319
7027,International Journal of Dental Hygiene,1601-5029,1.380,1.374,0.301
7031,COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,0360-5302,1.379,1.776,1.930
7031,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1387-585X,1.379,Not Available,Not Available
7031,GEORGE WASHINGTON LAW REVIEW,0016-8076,1.379,1.453,0.752
7031,HIV CLINICAL TRIALS,1528-4336,1.379,1.581,0.543
7031,JOURNAL OF ECONOMIC HISTORY,0022-0507,1.379,1.460,1.301
7031,Metroeconomica,0026-1386,1.379,1.302,0.349
7031,Paddy and Water Environment,1611-2490,1.379,1.293,0.262
7038,International Journal of Antennas and Propagation,1687-5869,1.378,1.382,0.331
7038,Journal of Cognitive Psychology,2044-5911,1.378,1.663,0.602
7038,Journal of Medical Biochemistry,1452-8258,1.378,0.704,0.072
7038,PUBLIC RELATIONS REVIEW,0363-8111,1.378,1.916,0.264
7042,Advances in Skin & Wound Care,1527-7941,1.377,1.846,0.447
7042,Advances in Skin & Wound Care,1527-7941,1.377,1.846,0.447
7042,Asia Pacific Viewpoint,1360-7456,1.377,2.008,0.763
7042,COMPARATIVE POLITICS,0010-4159,1.377,2.288,1.683
7042,Early Education and Development,1040-9289,1.377,1.804,0.559
7042,PEDIATRIC TRANSPLANTATION,1397-3142,1.377,1.430,0.448
7042,SYNTHETIC COMMUNICATIONS,0039-7911,1.377,1.102,0.160
7042,TURKISH JOURNAL OF CHEMISTRY,1300-0527,1.377,1.342,0.190
7050,CYTOPATHOLOGY,0956-5507,1.376,1.462,0.363
7050,Environmental Health and Preventive Medicine,1342-078X,1.376,Not Available,Not Available
7050,Environmental Health and Preventive Medicine,1342-078X,1.376,Not Available,Not Available
7050,JOURNAL OF RISK RESEARCH,1366-9877,1.376,1.352,0.381
7054,Clinical Pharmacology in Drug Development,2160-7648,1.375,1.379,0.348
7054,JOURNAL OF PUBLIC HEALTH POLICY,0197-5897,1.375,1.778,0.726
7054,JOURNAL OF PUBLIC HEALTH POLICY,0197-5897,1.375,1.778,0.726
7054,Journal of Latina-o Psychology,2168-1678,1.375,Not Available,Not Available
7054,Journal of Science Education and Technology,1059-0145,1.375,1.840,0.488
7054,Journal of Science Education and Technology,1059-0145,1.375,1.840,0.488
7054,VIRTUAL REALITY,1359-4338,1.375,1.028,0.245
7061,Biocybernetics and Biomedical Engineering,0208-5216,1.374,1.432,0.234
7062,Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology,1932-8486,1.373,1.818,0.516
7062,CURRENT MICROBIOLOGY,0343-8651,1.373,1.459,0.363
7062,Proceedings of the Institution of Mechanical Engineers Part O-Journal of Risk and Reliability,1748-006X,1.373,1.326,0.336
7065,ADVANCES IN MATHEMATICS,0001-8708,1.372,1.633,2.066
7065,Advances in Materials Science and Engineering,1687-8434,1.372,1.577,0.327
7065,CELLULAR AND MOLECULAR BIOLOGY,0145-5680,1.372,1.353,0.217
7065,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,0306-7319,1.372,1.192,0.220
7065,Iranian Journal of Pharmaceutical Research,1735-0328,1.372,1.583,0.260
7065,LIBRARY & INFORMATION SCIENCE RESEARCH,0740-8188,1.372,1.886,0.364
7071,Animal Production Science,1836-0939,1.371,1.377,0.353
7071,Australian Endodontic Journal,1329-1947,1.371,1.278,0.286
7071,CyTA-Journal of Food,1947-6337,1.371,1.320,0.243
7071,PERCEPTION,0301-0066,1.371,1.248,0.420
7071,PERCEPTION,0301-0066,1.371,1.248,0.420
7071,R Journal,2073-4859,1.371,2.522,1.254
7077,CLINICAL NEUROPHARMACOLOGY,0362-5664,1.370,1.730,0.462
7077,DESIGNED MONOMERS AND POLYMERS,1385-772X,1.370,1.229,0.198
7077,SIAM-ASA Journal on Uncertainty Quantification,2166-2525,1.370,Not Available,Not Available
7080,IMA JOURNAL OF APPLIED MATHEMATICS,0272-4960,1.369,1.228,0.590
7080,International Journal of Electrochemical Science,1452-3981,1.369,1.629,0.231
7080,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,1078-4659,1.369,1.177,0.497
7080,MYCOBIOLOGY,1229-8093,1.369,Not Available,Not Available
7080,RADIATION MEASUREMENTS,1350-4487,1.369,1.435,0.380
7085,Extremes,1386-1999,1.368,1.315,0.875
7085,INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,1542-0973,1.368,1.293,0.274
7085,JOURNAL OF APPLIED BEHAVIORAL SCIENCE,0021-8863,1.368,2.183,0.603
7085,OPEN ECONOMIES REVIEW,0923-7992,1.368,1.137,0.396
7085,Science and Public Policy,0302-3427,1.368,2.067,0.509
7090,Applied Spatial Analysis and Policy,1874-463X,1.367,1.420,0.388
7090,CLINICAL AND EXPERIMENTAL HYPERTENSION,1064-1963,1.367,1.156,0.280
7090,FACIES,0172-9179,1.367,1.615,0.499
7090,International Journal of Occupational Medicine and Environmental Health,1232-1087,1.367,1.422,0.350
7090,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,0199-6231,1.367,1.859,0.353
7090,NEW IDEAS IN PSYCHOLOGY,0732-118X,1.367,1.964,0.603
7090,Nature Conservation-Bulgaria,1314-6947,1.367,1.910,0.593
7090,Oral and Maxillofacial Surgery Clinics of North America,1042-3699,1.367,1.423,0.384
7098,GENETICA,0016-6707,1.366,1.377,0.398
7099,FAMILY & COMMUNITY HEALTH,0160-6379,1.365,1.368,0.402
7099,FLORA,0367-2530,1.365,1.633,0.404
7099,TSINGHUA SCIENCE AND TECHNOLOGY,1007-0214,1.365,Not Available,Not Available
7102,FOREST SCIENCE,0015-749X,1.364,1.649,0.493
7102,JOURNAL OF COMPARATIVE PATHOLOGY,0021-9975,1.364,1.267,0.378
7102,Journal of Biological Research-Thessaloniki,2241-5793,1.364,0.939,0.240
7102,MECHANICS OF TIME-DEPENDENT MATERIALS,1385-2000,1.364,1.314,0.348
7102,PUBLIC PERSONNEL MANAGEMENT,0091-0260,1.364,1.215,0.180
7102,RUSSIAN MATHEMATICAL SURVEYS,0036-0279,1.364,1.391,1.196
7102,Zeitschrift fur Psychologie-Journal of Psychology,2190-8370,1.364,1.742,0.518
7109,ANNALS OF VASCULAR SURGERY,0890-5096,1.363,1.368,0.417
7109,JETP LETTERS,0021-3640,1.363,1.225,0.363
7109,VIBRATIONAL SPECTROSCOPY,0924-2031,1.363,1.775,0.380
7112,Applied Biological Chemistry,2468-0834,1.362,1.390,0.210
7112,CHEMICAL SPECIATION AND BIOAVAILABILITY,0954-2299,1.362,1.311,0.238
7112,ENGLISH FOR SPECIFIC PURPOSES,0889-4906,1.362,1.829,0.545
7112,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,0378-7966,1.362,1.213,0.259
7112,JOURNAL OF PROPULSION AND POWER,0748-4658,1.362,1.500,0.465
7112,Journal of Experimental Nanoscience,1745-8080,1.362,1.089,0.189
7118,Bulletin of the Polish Academy of Sciences-Technical Sciences,0239-7528,1.361,1.323,0.221
7118,ECONOMIC AND INDUSTRIAL DEMOCRACY,0143-831X,1.361,1.540,0.527
7118,Fundamental and Applied Limnology,1863-9135,1.361,1.352,0.351
7121,ELECTROMAGNETIC BIOLOGY AND MEDICINE,1536-8378,1.360,1.553,0.280
7121,Environmental Communication-A Journal of Nature and Culture,1752-4032,1.360,1.718,0.430
7121,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,0885-8985,1.360,1.332,0.345
7121,Revista de Investigacion Clinica-Clinical and Translational Investigation,0034-8376,1.360,0.818,0.193
7125,IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,0265-0754,1.358,1.495,0.482
7125,Revista da Sociedade Brasileira de Medicina Tropical,0037-8682,1.358,1.283,0.355
7127,BEHAVIOR ANALYST,0738-6729,1.357,1.322,0.241
7127,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,0907-5682,1.357,2.174,0.565
7127,MICROGRAVITY SCIENCE AND TECHNOLOGY,0938-0108,1.357,1.289,0.290
7130,JOURNAL OF COUNSELING AND DEVELOPMENT,0748-9633,1.356,1.798,0.360
7130,Journal of Infrastructure Systems,1076-0342,1.356,1.996,0.494
7130,METEOROLOGY AND ATMOSPHERIC PHYSICS,0177-7971,1.356,1.427,0.476
7133,ANALYTICAL SCIENCES,0910-6340,1.355,1.295,0.255
7133,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,1076-2752,1.355,1.773,0.558
7135,Crop & Pasture Science,1836-0947,1.354,1.827,0.472
7135,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,1533-4880,1.354,1.103,0.156
7135,SPORT PSYCHOLOGIST,0888-4781,1.354,1.909,0.354
7135,SPORT PSYCHOLOGIST,0888-4781,1.354,1.909,0.354
7139,Emergency Medicine Australasia,1742-6731,1.353,1.552,0.469
7139,FIBERS AND POLYMERS,1229-9197,1.353,1.410,0.223
7139,JOURNAL OF PALEONTOLOGY,0022-3360,1.353,1.747,0.558
7139,PEDIATRIC EXERCISE SCIENCE,0899-8493,1.353,1.859,0.567
7143,Asia Pacific Journal of Tourism Research,1094-1665,1.352,1.689,0.209
7143,CLINICAL NEPHROLOGY,0301-0430,1.352,1.189,0.347
7143,COMPUTATIONAL INTELLIGENCE,0824-7935,1.352,1.545,0.455
7143,CRITICAL REVIEWS IN IMMUNOLOGY,1040-8401,1.352,3.347,1.021
7143,Canadian Journal of Urology,1195-9479,1.352,1.167,0.316
7143,JOURNAL OF WATER AND HEALTH,1477-8920,1.352,1.440,0.353
7143,Mechanical Sciences,2191-9151,1.352,1.615,0.436
7143,NUKLEARMEDIZIN-NUCLEAR MEDICINE,0029-5566,1.352,1.183,0.259
7143,OPTIMIZATION AND ENGINEERING,1389-4420,1.352,1.682,0.749
7152,Eating Disorders,1064-0266,1.351,1.931,0.591
7152,Eating Disorders,1064-0266,1.351,1.931,0.591
7152,JOURNAL OF ALGEBRAIC GEOMETRY,1056-3911,1.351,1.554,2.328
7152,Periodico di Mineralogia,0369-8963,1.351,1.126,0.272
7152,Rehabilitation Nursing,0278-4807,1.351,1.550,0.406
7152,Rehabilitation Nursing,0278-4807,1.351,1.550,0.406
7158,AUSTRALIAN GEOGRAPHER,0004-9182,1.350,1.655,0.419
7158,ISIJ INTERNATIONAL,0915-1559,1.350,1.560,0.395
7158,MARKETING LETTERS,0923-0645,1.350,2.080,0.676
7158,OPTICAL FIBER TECHNOLOGY,1068-5200,1.350,1.642,0.356
7158,Revista Brasileira De Reumatologia,0482-5004,1.350,1.319,0.323
7163,ENVIRONMENTAL ARCHAEOLOGY,1461-4103,1.349,1.496,0.452
7163,EXPERIMENTAL ASTRONOMY,0922-6435,1.349,1.907,0.788
7163,Linguistic Approaches to Bilingualism,1879-9264,1.349,1.656,0.604
7166,ARTS IN PSYCHOTHERAPY,0197-4556,1.348,1.364,0.152
7166,COUNSELING PSYCHOLOGIST,0011-0000,1.348,2.111,0.552
7166,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,0022-0221,1.348,2.229,0.795
7166,Journal of Behavioral Education,1053-0819,1.348,Not Available,Not Available
