PublicÿFinanceÿFinances publiques,1969-2008
Financialÿand Economic Review,2014-2020
FinancialÿAspects of Recent Trends in the Global Economy,2013-2013
FinancialÿHistory Review,1994-2020
FinancialÿIndustry Perspectives,1983-2008
FinancialÿInnovation,2015-2020 (FULL)
FinancialÿInsights,2012-2017
FinancialÿLaw Review,2016-2016 (FULL)
FinancialÿLetters,1986-1989
FinancialÿManagement,1991-2006
FinancialÿManagement,2006-2020
FinancialÿMarkets and Portfolio Management,2004-2020
FinancialÿMarket Trends,2004-2007
FINANCIALÿREPORTING,2011-2020
TheÿFinancialÿReview,1984-2020
FinancialÿRisk and Management Reviews,2015-2020 (FULL)
FinancialÿSciences. Nauki o Finansach,2018-2020
FinancialÿServices Review,1991-2001 (FULL)
FinancialÿStability Review,2002-2019
FinancialÿStability Review,2013-2020
FinancialÿStability Review,2003-2016
FinancialÿTheory and Practice,2005-2016
FinancialÿUpdate,1991-2009
Finansovyjÿ?hurnal ? Financial Journal,2010-2020
Finanteÿ- provocarile viitorului Finance - Challenges of the Future),2008-2019
FinanzArchiv:ÿPublic Finance Analysis,1999-2020
FinanzasÿP£blicas,2009-2009 (FULL)
FinnishÿEconomic Papers,1988-2020
FIP -ÿJournal of Finance and Law,2014-2018 (FULL)
FiscalÿFacts,1991-2005
FiscalÿStudies,1979-2017
FiscalÿStudies,2018-2020
Fiscaoeconomia,2017-2019 (FULL)
Fishbyte,1981-1991
FlexibleÿServices and Manufacturing Journal,2016-2020
FoliaÿOeconomica Stetinensia,2007-2020
FoodÿPolicy,1975-2020 (FULL)
FoodÿResearch Institute Studies,1960-1993
FoodÿReview National Food Review,1978-2002
"FoodÿSecurity: The Science, Sociology and Economics of Food Production and Access to Food",2009-2020 (FULL)
Forefront,2010-2014
ForeignÿTrade Review,1966-2020
Foresightÿand STI Governance Foresight-Russia till No. 3 2015),2007-2020 (FULL)
Foresight-Russiaÿ???????,2007-2017
Foresight:ÿThe International Journal of Applied Forecasting,2005-2020 (FULL)
ForestÿPolicy and Economics,2000-2020 (FULL)
CESifoÿForum,2000-2020 (FULL)
Forumÿfor Health Economics & Policy,1998-2020
Forumÿfor Social Economics,1975-2011
Forumÿfor Social Economics,1996-2020
Frontiersÿin Finance and Economics,2004-2011 (FULL)
Frontiersÿof Economics in China,2009-2011
Foundationsÿand Trends R) in Accounting,2006-2020 (FULL)
Foundationsÿand Trends R) in Econometrics,2007-2020 (FULL)
Foundationsÿand Trends R) in Entrepreneurship,2005-2020 (FULL)
Foundationsÿand Trends R) in Finance,2005-2020 (FULL)
Foundationsÿand Trends R) in Information Systems,2015-2020 (FULL)
Foundationsÿand Trends R) in Management,2017-2017 (FULL)
Foundationsÿand Trends R) in Marketing,2007-2020 (FULL)
Foundationsÿand Trends R) in Microeconomics,2005-2018 (FULL)
"Foundationsÿand Trends R) in Technology, Information and Operations Management",2005-2020 (FULL)
Foundationsÿof Management,2009-2020 (FULL)
Frontiersÿof Business Research in China,2017-2020
Frontiersÿof Economics in China,2006-2020 (FULL)
FutureÿBusiness Journal,2019-2020
FuzzyÿEconomic Review,2001-2016
FuzzyÿOptimization and Decision Making,2016-2020
,
,
,
,
Journal,Coverage
GakushuinÿEconomic Papers,2008-2019
Games,2009-2020 (FULL)
Gamesÿand Economic Behavior,1989-2020 (FULL)
GamesÿReview,2015-2019 (FULL)
GAZD?LKOD?S:ÿScientific Journal on Agricultural Economics,2003-2020
"Gender,ÿWork and Organization",2014-2020
TheÿGenevaÿPapers on Risk and Insurance,2003-2004
TheÿGenevaÿPapers on Risk and Insurance - Issues and Practice,1990-2020
TheÿGenevaÿPapers on Risk and Insurance Theory,2004-2019
TheÿGenevaÿRisk and Insurance Review,1976-2020
"G‚ographie,ÿ‚conomie, soci‚t‚",2004-2020
"G‚ographies,ÿG‚opolitiques et G‚ostrat‚gies R‚gionales",2013-2017 (FULL)
GermanÿEconomic Review,2000-2019
Zeitschrift fr Nachwuchswissenschaftler -ÿGermanÿJournal for Young Researchers,2009-2011 (FULL)
GermanÿJournal of Agricultural Economics,1952-2017
"Industrielle Beziehungen - Zeitschrift fuer Arbeit, Organisation und Management - TheÿGermanÿJournal of Industrial Relations",2007-2016
Zeitschrift fr Immobilien”konomieÿGermanÿJournal of Real Estate Research),2016-2020
Zeitschrift fuer Personalforschung.ÿGermanÿJournal of Research in Human Resource Management,2007-2015
GermanÿRisk and Insurance Review GRIR),2005-2010 (FULL)
Gesti¢nÿJoven Revista de la Agrupaci¢n Joven Iberoamericana de Contabilidad y Administraci¢n de Empresas . Young Management Journal of the Young Iberomerican Group of Accounting and Business Adminis,2008-2010
GfK MarketingÿIntelligence Review,2009-2018
Giornaleÿdegli Economisti,1997-2012
GlobalÿBusiness and Economics Review,1999-2020 (FULL)
GlobalÿBusiness Review,2000-2020
GlobalÿCommerce,2007-2020
GlobalÿCredit Review GCR),2012-2016
GlobalÿEconomic Observer,2013-2020 (FULL)
GlobalÿEconomic Review,1997-2020
GlobalÿEconomics Review,2016-2020 (FULL)
GlobalÿEconomy Journal,2000-2018
GlobalÿEnvironmental Politics,2001-2020 (FULL)
GlobalÿFinance Journal,1990-2020 (FULL)
GlobalÿJournal of Business Research,2007-2020 (FULL)
GlobalÿJournal of Economics GJE),2012-2013 (FULL)
GlobalÿJournal of Emerging Market Economies,2011-2014
GlobalÿJournal of Emerging Market Economies,2009-2020
GlobalÿJournal of Flexible Systems Management,2016-2020
GlobalÿJournal of Social Sciences Studies,2016-2020 (FULL)
"GlobalÿJournal of Strategies, Governance & Applied Economics",(FULL)
GlobalÿPolicy,2012-2020
GlobalÿPolitics Review,2015-2020
GlobalÿSocial Sciences Review,2016-2019 (FULL)
G”‡ Dergisi,2014-2019 (FULL)
Godishnikÿna UNSS,2004-2019
GospodarkaÿNarodowa. The Polish Journal of Economics,2005-2020
GospodarkaÿSurowcami Mineralnymi Mineral Resources Management,2012-2017
GroupÿDecision and Negotiation,1997-2020
Growth,2014-2019 (FULL)
Growthÿand Change,1997-2020
,
,
,
,
Journal,Coverage
HaciendaÿP£blica Espa¤ola Review of Public Economics,2001-2020
HealthÿCare Management Science,1998-2020
HealthÿEconomics,1992-2020
"HealthÿEconomics, Policy and Law",2006-2020 (FULL)
HealthÿEconomics Review,2011-2020 (FULL)
HealthÿPolicy,1984-2020 (FULL)
HigherÿSchool of Economics Economic Journal ????????????? ?????? ?????? ????? ?????????,1997-2017
HigherÿEducation Management and Policy,2002-2014
"Histoire,ÿ‚conomie & soci‚t‚",1982-2006 (FULL)
"Histoire,ÿ‚conomie & soci‚t‚",2009-2013
HistoriaÿAgraria. Revista de Agricultura e Historia Rural,1992-2019
Hist¢riaÿEcon“mica & Hist¢ria de Empresas,1998-2004
HistoricalÿMethods: A Journal of Quantitative and Interdisciplinary History,2013-2020
HistoricalÿSocial Research Section Cliometrics ),2006-2013
Historyÿof Economic Ideas,2002-2016
HISTORYÿOF ECONOMIC THOUGHT AND POLICY,2009-2019
Historyÿof Economic Thought Articles,1710-1996
Historyÿof Political Economy,1969-2015
HitotsubashiÿJournal of commerce and management,1961-2020 (FULL)
HitotsubashiÿJournal of Economics,1960-2020 (FULL)
HolisticÿMarketing Management Journal,2011-2020 (FULL)
HOLISTICAÿ? Journal of Business and Public Administration,2017-2020
HOLISTICAÿJournal of Business and Public Administration,2010-2016
HomoÿOeconomicus,1983-2005
HomoÿOeconomicus: Journal of Behavioral and Institutional Economics,2016-2019
HousingÿPolicy Debate,2003-2020
HousingÿStudies,2012-2020
HoustonÿBusiness,1995-2012 (FULL)
HSE EconomicÿJournal,2017-2019
HumanisticÿManagement Journal,2016-2020 (FULL)
Humanitiesÿand Social Sciences Letters,2013-2020 (FULL)
Humanomics:ÿThe International Journal of Systems and Ethics,2007-2017
HyperionÿEconomic Journal,2013-2018 (FULL)
,
,
,
,
Journal,Coverage
IberianÿJournal of the History of Economic Thought,2014-2019 (FULL)
IBSUÿScientific Journal,2006-2011 (FULL)
ICPAÿArticles,2013-2020
IDS Bulletin,2010-2015
ifo DICEÿReport,2003-2020 (FULL)
ifo Dresdenÿberichtet,1994-2020 (FULL)
ifo Schnelldienst,1990-2020
ifo WorldÿEconomic Survey,2002-2019 (FULL)
IISEÿTransactions,2009-2020
IIUMÿJournal of Economics and Management,1987-2009
Ikonomiceskiÿi Sotsialni Alternativi,2009-2020
IktisatÿIsletme ve Finans,1987-2015 (FULL)
Il PensieroÿEconomico Italiano,2003-2016
ILR Review,1947-2020
IMF StaffÿPapers,1951-2010
"Impactÿof Socio-economic and Technological Transformations at National, European and International Level ISETT)",2015-2016 (FULL)
IncreasingÿUnderstanding of Public Problems and Policies:1962,1962-1962
TheÿIndianÿEconomic & Social History Review,1963-2020
IndianÿEconomic Review,1987-2016
IndianÿEconomic Review,2017-2020
IndiaÿPolicy Forum,2004-2008 (FULL)
IndiaÿPolicy Forum,2005-2019 (FULL)
IndiaÿQuarterly: A Journal of International Affairs,1954-2020
IndianÿGrowth and Development Review,2008-2020 (FULL)
IndianÿJournal of Agricultural Economics,1946-2017
IndianÿJournal of Gender Studies,1994-2020
TheÿIndianÿJournal of Labour Economics,2016-2020
IndusÿJournal of Management & Social Science IJMSS),2007-2012 (FULL)
Industrialÿand Corporate Change,1995-2020
Industrialÿand Organizational Psychology,2008-2020 (FULL)
IndustrialÿRelations: A Journal of Economy and Society,2011-2020
IndustrialÿRelations Journal,2012-2020
"IndustrielleÿBeziehungen - Zeitschrift fuer Arbeit, Organisation und Management - The German Journal of Industrial Relations",2007-2016
"IndustrielleÿBeziehungen. Zeitschrift fr Arbeit, Organisation und Management",2017-2018
Industryÿand Innovation,1993-2020
World Bank -ÿInequalityÿin Focus,2012-2012 (FULL)
InformaticaÿEconomica,2006-2020
InformationÿEconomics and Policy,1983-2020 (FULL)
InformationÿManagement and Business Review,2010-2020 (FULL)
InformationÿResources Management Journal IRMJ),1988-2020 (FULL)
InformationÿSystems and e-Business Management,2016-2020
InformationÿSystems Frontiers,2000-2020
InformationÿSystems Research,1990-2020 (FULL)
InformationÿTechnologies and International Development,2003-2008 (FULL)
InformationÿTechnology and Management,2016-2020
InformationÿTechnology and Management Science,2012-2017
InformationÿTechnology for Development,2013-2020
Innovationÿand Development,2013-2020
InnovationÿPolicy and the Economy,2009-2020
Innovations,2001-2020
"Innovations:ÿTechnology, Governance, Globalization",2006-2019 (FULL)
INRAEÿSciences Sociales,2000-2020
Insideÿthe Vault,1996-2015 (FULL)
Insightsÿinto Regional Development,2019-2020
Insightÿon Africa,2009-2020
Institutionsÿand Economies formerly known as International Journal of Institutions and Economies),2009-2018 (FULL)
Insurance:ÿMathematics and Economics,1982-2020 (FULL)
"IntelligentÿSystems in Accounting, Finance and Management",1992-2020
InteractiveÿMaps and Charts,(FULL)
InterdisciplinaryÿDescription of Complex Systems - scientific journal,2003-2020 (FULL)
InterdisciplinaryÿManagement Research,2005-2015 (FULL)
Intereconomics:ÿReview of European Economic Policy,1970-2020 (FULL)
Intereconomicsÿ? Review of European Economic Policy 1966 - 1988),1966-1988 (FULL)
Interfaces,1970-2020 (FULL)
InternalÿAuditing and Risk Management,2010-2019
InternationalÿAdvances in Economic Research,1997-2020
InternationalÿArea Studies Review,1997-2020
InternationalÿBusiness Research,2016-2020
InternationalÿBusiness Review,1993-2020
InternationalÿConference Modern Approaches in Organisational Management and Economy,2011-2011
InternationalÿConference on Competitiveness of Agro-food and Environmental Economy Proceedings,2013-2018
InternationalÿConference on Economic Sciences and Business Administration,2014-2019 (FULL)
InternationalÿConference on Marketing and Business Development Journal,2015-2017 (FULL)
InternationalÿEconometric Review IER),2009-2020 (FULL)
InternationalÿEconomic Journal,1997-2020 (FULL)
InternationalÿEconomic Review,1969-2011
InternationalÿEconomic Review,2012-2020
InternationalÿEconomics,2010-2019
InternationalÿEconomics,2015-2020
InternationalÿEconomics,2013-2016
InternationalÿEconomics and Economic Policy,2004-2020 (FULL)
InternationalÿEconomic Trends,1998-2009
InternationalÿEntrepreneurship and Management Journal,2016-2020
"InternationalÿEnvironmental Agreements: Politics, Law and Economics",2001-2020 (FULL)
InternationalÿFinance,1998-2020 (FULL)
InternationalÿFood and Agribusiness Management Review,1998-2020 (FULL)
InternationalÿGambling Studies,2003-2020
InternationalÿGame Theory Review IGTR),1999-2020
InternationalÿJournal for Human Capital Development,2013-2013 (FULL)
InternationalÿJournal for Public Management and Politic Development,2013-2013 (FULL)
InternationalÿJournal for Research in Vocational Education and Training IJRVET),2014-2020 (FULL)
InternationalÿJournal for Responsible Tourism,2012-2015 (FULL)
InternationalÿJournal for Re-Views in Empirical Economics IREE),2017-2020 (FULL)
"InternationalÿJournal of Academic Research in Accounting, Finance and Management Sciences",2011-2017 (FULL)
InternationalÿJournal of Academic Research in Business and Social Sciences,2011-2017 (FULL)
InternationalÿJournal of Academic Research in Environment and Geography,2014-2016 (FULL)
InternationalÿJournal of Academic Research in Management and Business,2016-2017 (FULL)
InternationalÿJournal of Academic Research in Progressive Education and Development,2014-2015
TheÿInternationalÿJournal of Accounting,1996-2018
InternationalÿJournal of Accounting and Finance,2008-2019 (FULL)
InternationalÿJournal of Accounting and Finance IJAF),2018-2019
InternationalÿJournal of Accounting and Information Management,2007-2020
"InternationalÿJournal of Accounting, Auditing and Performance Evaluation",2004-2020 (FULL)
InternationalÿJournal of Accounting Information Systems,2008-2020
InternationalÿJournal of Action Research,2007-2016
InternationalÿJournal of Agrarian Affairs,1939-1976
InternationalÿJournal of Agricultural Management,2011-2018 (FULL)
InternationalÿJournal of Agricultural Management and Development IJAMAD),2011-2019 (FULL)
"InternationalÿJournal of Agricultural Resources, Governance and Ecology",2000-2020 (FULL)
InternationalÿJournal of Agriculture and Environmental Research,2017-2017
InternationalÿJournal of Agriculture & Sustainable Development,2019-2020 (FULL)
InternationalÿJournal of Applied Behavioral Economics IJABE),2012-2020 (FULL)
InternationalÿJournal of Applied Econometrics and Quantitative Studies,2004-2009 (FULL)
TheÿInternationalÿJournal of Applied Economics,2004-2005 (FULL)
"InternationalÿJournal of Applied Economics, Finance and Accounting",2017-2020 (FULL)
InternationalÿJournal of Applied Management Science,2008-2020 (FULL)
InternationalÿJournal of Asian Business and Information Management IJABIM),2010-2020 (FULL)
InternationalÿJournal of Asian Social Science,2011-2020 (FULL)
InternationalÿJournal of Aviation Management,2011-2019 (FULL)
"InternationalÿJournal of Banking, Accounting and Finance",2008-2020 (FULL)
InternationalÿJournal of Behavioural Accounting and Finance,2008-2017 (FULL)
TheÿInternationalÿJournal of Biostatistics,2005-2020 (FULL)
InternationalÿJournal of Bonds and Derivatives,2016-2020 (FULL)
InternationalÿJournal of Business Administration,2010-2019 (FULL)
InternationalÿJournal of Business and Economics,2002-2019 (FULL)
InternationalÿJournal of Business and Economic Sciences Applied Research IJBESAR),2008-2020 (FULL)
InternationalÿJournal of Business and Emerging Markets,2008-2020 (FULL)
TheÿInternationalÿJournal of Business and Finance Research,2007-2020
InternationalÿJournal of Business and Globalisation,2007-2020 (FULL)
InternationalÿJournal of Business and Management,2015-2020
InternationalÿJournal of Business and Social Research,2011-2017 (FULL)
InternationalÿJournal of Business and Systems Research,2007-2020 (FULL)
InternationalÿJournal of Business Continuity and Risk Management,2009-2020 (FULL)
InternationalÿJournal of Business Ecosystem & Strategy 2687-2293),2019-2020 (FULL)
"InternationalÿJournal of Business, Economics and Management",2014-2020 (FULL)
InternationalÿJournal of Business Environment,2006-2020 (FULL)
InternationalÿJournal of Business Excellence,2008-2020 (FULL)
InternationalÿJournal of Business Forecasting and Marketing Intelligence,2008-2020 (FULL)
InternationalÿJournal of Business Governance and Ethics,2004-2020 (FULL)
InternationalÿJournal of Business Information Systems,2005-2020 (FULL)
InternationalÿJournal of Business Innovation and Research,2006-2020 (FULL)
InternationalÿJournal of Business Intelligence and Systems Engineering,2019-2019
InternationalÿJournal of Business Performance and Supply Chain Modelling,2009-2020 (FULL)
InternationalÿJournal of Business Performance Management,1998-2020 (FULL)
InternationalÿJournal of Central Banking,2005-2020 (FULL)
InternationalÿJournal of Chemical and Process Engineering Research,2014-2020 (FULL)
InternationalÿJournal of Complexity in Leadership and Management,2010-2016 (FULL)
InternationalÿJournal of Computational Economics and Econometrics,2009-2020 (FULL)
InternationalÿJournal of Corporate Governance,2008-2020 (FULL)
InternationalÿJournal of Corporate Social Responsibility,2016-2020 (FULL)
InternationalÿJournal of Critical Accounting,2009-2020 (FULL)
InternationalÿJournal of Critical Infrastructures,2004-2020 (FULL)
InternationalÿJournal of Data Analysis Techniques and Strategies,2008-2020 (FULL)
"InternationalÿJournal of Data Mining, Modelling and Management",2008-2020 (FULL)
InternationalÿJournal of Data Science,2015-2020 (FULL)
"InternationalÿJournal of Decision Sciences, Risk and Management",2009-2020 (FULL)
InternationalÿJournal of Decision Support System Technology IJDSST),2009-2020 (FULL)
InternationalÿJournal of Development and Conflict,2011-2019
InternationalÿJournal of Development Issues,2007-2020
InternationalÿJournal of Digital Technology and Economy,2016-2018 (FULL)
InternationalÿJournal of Diplomacy and Economy,2012-2020 (FULL)
TheÿInternationalÿJournal of Economic Behavior - IJEB,2011-2018
InternationalÿJournal of Economic Policy in Emerging Economies,2007-2020 (FULL)
InternationalÿJournal of Economic Policy Studies,2016-2020
InternationalÿJournal of Economic Practices and Theories,2011-2012 (FULL)
InternationalÿJournal of Economics and Accounting,2010-2020 (FULL)
InternationalÿJournal of Economics & Business Administration IJEBA),2013-2020 (FULL)
InternationalÿJournal of Economics and Business Research,2009-2020 (FULL)
InternationalÿJournal of Economics and Empirical Research IJEER),2013-2016 (FULL)
InternationalÿJournal of Economics and Finance,2016-2020
InternationalÿJournal of Economics and Financial Modelling,2016-2019 (FULL)
InternationalÿJournal of Economics and Financial Issues,2011-2020 (FULL)
InternationalÿJournal of Economics and Financial Research,2015-2020 (FULL)
"InternationalÿJournal of Economics, Business and Management Studies",2016-2020 (FULL)
InternationalÿJournal of Economic Sciences,2012-2014
InternationalÿJournal of Economic Sciences,2015-2020
InternationalÿJournal of Economic Theory,2005-2020 (FULL)
InternationalÿJournal of Educational Development,2013-2020
InternationalÿJournal of Education and Practice,2013-2020 (FULL)
InternationalÿJournal of Education Economics and Development,2009-2020 (FULL)
InternationalÿJournal of Electronic Finance,2006-2020 (FULL)
InternationalÿJournal of Electronic Marketing and Retailing,2006-2020 (FULL)
InternationalÿJournal of Emerging Trends in Social Sciences,2017-2020 (FULL)
InternationalÿJournal of Empirical Finance,2013-2016 (FULL)
InternationalÿJournal of Energy Technology and Policy,2002-2020 (FULL)
InternationalÿJournal of Energy Economics and Policy,2011-2020 (FULL)
InternationalÿJournal of Engineering Management and Economics,2010-2018 (FULL)
InternationalÿJournal of Enterprise Information Systems IJEIS),2005-2020 (FULL)
InternationalÿJournal of Entrepreneurial Knowledge,2013-2020 (FULL)
InternationalÿJournal of Entrepreneurial Venturing,2009-2020 (FULL)
InternationalÿJournal of Entrepreneurship and Innovation Management,2001-2020 (FULL)
InternationalÿJournal of Entrepreneurship and Small Business,2004-2020 (FULL)
InternationalÿJournal of Environmental Technology and Management,2001-2020 (FULL)
InternationalÿJournal of E-Services and Mobile Applications IJESMA),2009-2021 (FULL)
InternationalÿJournal of Export Marketing,2016-2020 (FULL)
InternationalÿJournal of Finance & Banking Studies,2012-2019 (FULL)
InternationalÿJournal of Finance & Economics,1996-2010 (FULL)
InternationalÿJournal of Finance & Economics,2011-2020
InternationalÿJournal of Financial Economics,2013-2016 (FULL)
InternationalÿJournal of Financial Engineering IJFE),2015-2020
InternationalÿJournal of Financial Markets,2015-2016 (FULL)
InternationalÿJournal of Financial Markets and Derivatives,2009-2020 (FULL)
InternationalÿJournal of Financial Research,2010-2019 (FULL)
InternationalÿJournal of Financial Services Management,2005-2020 (FULL)
InternationalÿJournal of Financial Studies,2012-2020 (FULL)
InternationalÿJournal of Food and Agricultural Economics IJFAEC),2013-2020 (FULL)
InternationalÿJournal of Forecasting,1985-2020 (FULL)
InternationalÿJournal of Game Theory,1983-2020
InternationalÿJournal of Global Energy Issues,1998-2020 (FULL)
InternationalÿJournal of Global Environmental Issues,2001-2019 (FULL)
InternationalÿJournal of Globalisation and Small Business,2004-2020 (FULL)
InternationalÿJournal of Green Economics,2006-2020 (FULL)
InternationalÿJournal of Happiness and Development,2012-2020 (FULL)
TheÿInternationalÿJournal of Health Economics - IJHE,2012-2012
InternationalÿJournal of Health Economics and Management,2004-2020
InternationalÿJournal of Health Planning and Management,2014-2020
InternationalÿJournal of Housing Markets and Analysis,2008-2020 (FULL)
InternationalÿJournal of Housing Policy,2010-2020
InternationalÿJournal of Human Resources Development and Management,2000-2020 (FULL)
InternationalÿJournal of Human Capital and Information Technology Professionals IJHCITP),2010-2020 (FULL)
InternationalÿJournal of Indian Culture and Business Management,2007-2020 (FULL)
InternationalÿJournal of Industrial Organization,1983-2020 (FULL)
InternationalÿJournal of Information and Decision Sciences,2008-2020 (FULL)
InternationalÿJournal of Information Systems and Change Management,2006-2019 (FULL)
InternationalÿJournal of Information Systems and Social Change IJISSC),2010-2020 (FULL)
InternationalÿJournal of Information Systems and Supply Chain Management IJISSCM),2008-2020 (FULL)
InternationalÿJournal of Information Systems in the Service Sector IJISSS),2009-2020 (FULL)
InternationalÿJournal of Information Technology & Decision Making IJITDM),2002-2020
InternationalÿJournal of Information Technology and Management,2002-2020 (FULL)
InternationalÿJournal of Innovation and Economic Development,2015-2020 (FULL)
InternationalÿJournal of Innovation and Regional Development,2013-2020
InternationalÿJournal of Innovation and Sustainable Development,2005-2020 (FULL)
InternationalÿJournal of Innovation and Technology Management IJITM),2004-2020
InternationalÿJournal of Innovation in the Digital Economy IJIDE),2010-2020 (FULL)
InternationalÿJournal of Innovation Management ijim),1997-2020
InternationalÿJournal of Innovative Technologies in Economy,2015-2016
InternationalÿJournal of Integrated Supply Management,2004-2020 (FULL)
InternationalÿJournal of Intelligent Enterprise,2017-2020
InternationalÿJournal of Internet Marketing and Advertising,2017-2020 (FULL)
InternationalÿJournal of Inventory Research,2017-2020
InternationalÿJournal of Islamic and Middle Eastern Finance and Management,2008-2020 (FULL)
InternationalÿJournal of Islamic Marketing and Branding,2017-2020 (FULL)
InternationalÿJournal of Knowledge-Based Development,2010-2020 (FULL)
InternationalÿJournal of Knowledge-Based Organizations IJKBO),2011-2020 (FULL)
InternationalÿJournal of Knowledge Management IJKM),2005-2020 (FULL)
InternationalÿJournal of Knowledge Society Research IJKSR),2010-2016 (FULL)
InternationalÿJournal of Logistics Economics and Globalisation,2007-2020 (FULL)
InternationalÿJournal of Logistics Systems and Management,2017-2020 (FULL)
InternationalÿJournal of Management and Decision Making,2000-2020 (FULL)
InternationalÿJournal of Management and Economics,2013-2020
InternationalÿJournal of Management and Enterprise Development,2003-2020 (FULL)
InternationalÿJournal of Management and Marketing Research,2008-2019
InternationalÿJournal of Management and Network Economics,2008-2018 (FULL)
InternationalÿJournal of Management and Sustainability,2012-2020 (FULL)
InternationalÿJournal of Management Concepts and Philosophy,2004-2020 (FULL)
"InternationalÿJournal of Management, Knowledge and Learning",2012-2020 (FULL)
InternationalÿJournal of Management Practice,2004-2020 (FULL)
InternationalÿJournal of Management Sciences,2013-2016 (FULL)
InternationalÿJournal of Management Science and Business Administration,2014-2020 (FULL)
InternationalÿJournal of Managerial and Financial Accounting,2008-2020 (FULL)
InternationalÿJournal of Managerial Finance,2007-2020
InternationalÿJournal of Manpower,2007-2020
"InternationalÿJournal of Maritime, Trade & Economic Issues IJMTEI)",2013-2013 (FULL)
InternationalÿJournal of Marketing Practices,2016-2016 (FULL)
InternationalÿJournal of Marketing Studies,2016-2018
InternationalÿJournal of Markets and Business Systems,2015-2020 (FULL)
InternationalÿJournal of Mathematics in Operational Research,2009-2020 (FULL)
InternationalÿJournal of Mathematics Research,2012-2018 (FULL)
InternationalÿJournal of Microsimulation,2007-2019 (FULL)
InternationalÿJournal of Monetary Economics and Finance,2007-2020 (FULL)
InternationalÿJournal of Multicriteria Decision Making,2010-2019 (FULL)
InternationalÿJournal of Multinational Corporation Strategy,2016-2020 (FULL)
InternationalÿJournal of Online Marketing IJOM),2011-2020 (FULL)
InternationalÿJournal of Operational Research,2005-2020 (FULL)
InternationalÿJournal of Operations Research and Information Systems IJORIS),2010-2020 (FULL)
InternationalÿJournal of Performance Analysis in Sport,2001-2020 (FULL)
InternationalÿJournal of Pluralism and Economics Education,2009-2020 (FULL)
InternationalÿJournal of Political Economy,1988-2020
InternationalÿJournal of Process Management and Benchmarking,2005-2020 (FULL)
InternationalÿJournal of Procurement Management,2007-2020 (FULL)
InternationalÿJournal of Product Development,2004-2020 (FULL)
InternationalÿJournal of Production Economics,1991-2020
InternationalÿJournal of Production Research,2015-2020
InternationalÿJournal of Productivity and Performance Management,2007-2020
InternationalÿJournal of Productivity and Quality Management,2006-2020 (FULL)
InternationalÿJournal of Public Health,1997-2020
InternationalÿJournal of Public Policy,2005-2019 (FULL)
InternationalÿJournal of Public Policy and Administration Research,2014-2020 (FULL)
InternationalÿJournal of Quality Innovation,2016-2020
InternationalÿJournal of Regional Development,2014-2015 (FULL)
InternationalÿJournal of Research in Business and Social Science 2147-4478),2012-2020 (FULL)
InternationalÿJournal of Resistive Economics,2013-2017 (FULL)
InternationalÿJournal of Revenue Management,2007-2020 (FULL)
InternationalÿJournal of Reviews and Studies in Economics and Public Administration,2013-2013 (FULL)
InternationalÿJournal of Risk and Contingency Management IJRCM),2012-2020 (FULL)
"InternationalÿJournal of Service Science, Management, Engineering, and Technology IJSSMET)",2010-2020 (FULL)
"InternationalÿJournal of Services, Economics and Management",2007-2020 (FULL)
InternationalÿJournal of Social and Administrative Sciences,2016-2020 (FULL)
InternationalÿJournal of Social Ecology and Sustainable Development IJSESD),2010-2021 (FULL)
InternationalÿJournal of Social Economics,2007-2020
InternationalÿJournal of Social Science and Economic Research,2017-2017
InternationalÿJournal of Social Science Research,2013-2016 (FULL)
InternationalÿJournal of Social Sciences,2015-2020
InternationalÿJournal of Social Sciences and Management Studies IJSSMS),2014-2014 (FULL)
InternationalÿJournal of Social Sciences Perspectives,2017-2018 (FULL)
InternationalÿJournal of Social Science Studies,2013-2020 (FULL)
InternationalÿJournal of Social Welfare,2011-2020
InternationalÿJournal of Social Work,2014-2018 (FULL)
InternationalÿJournal of Sport Finance,2006-2015 (FULL)
InternationalÿJournal of Statistics and Probability,2019-2020
InternationalÿJournal of Strategic Decision Sciences IJSDS),2010-2020 (FULL)
InternationalÿJournal of Strategic Property Management,2004-2017
InternationalÿJournal of Sustainable Agricultural Research,2014-2020 (FULL)
InternationalÿJournal of Sustainable Development,1998-2017 (FULL)
InternationalÿJournal of Sustainable Development & World Policy,2012-2020 (FULL)
InternationalÿJournal of Sustainable Economies Management IJSEM),2012-2020 (FULL)
InternationalÿJournal of Sustainable Economy,2008-2020 (FULL)
InternationalÿJournal of Sustainable Energy and Environmental Research,2012-2020 (FULL)
InternationalÿJournal of Synergy and Research,2012-2015 (FULL)
InternationalÿJournal of System Assurance Engineering and Management,2016-2020
InternationalÿJournal of System Dynamics Applications IJSDA),2012-2021 (FULL)
InternationalÿJournal of Systems Science,2011-2020
InternationalÿJournal of Teaching and Education,2015-2020
"InternationalÿJournal of Technological Learning, Innovation and Development",2007-2020 (FULL)
InternationalÿJournal of the Economics of Business,1994-2020
InternationalÿJournal of Theoretical and Applied Finance IJTAF),1998-2020
InternationalÿJournal of Trade and Global Markets,2007-2020 (FULL)
InternationalÿJournal of Transitions and Innovation Systems,2010-2020 (FULL)
Articles,2009-2015
InternationalÿJournal of Urban and Regional Research,1997-2020
InternationalÿJournal of Urban Sciences,2013-2020
InternationalÿJournal of Water Resources Development,2011-2020
InternationalÿJournal of World Policy and Development Studies,2015-2020 (FULL)
